"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"60";"INTER2 CROMAU HIPBEN 5 HIPBEN 1";"INTER2";"CROMAU";"HIPBEN";5;"HIPBEN";1;0;NA;2;4,7;1,4;1,5;4,8;"VA, MA, MR";2024-10-03;NA;6,58;0,0353618127692382;0,0707236255384765;7,2;1,328;3,45;1,25727637446152;-3,75;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"61";"INTER2 CROMAU PSICAT 1 CROMAU 2";"INTER2";"CROMAU";"PSICAT";1;"CROMAU";2;1;NA;6;6,5;3,4;2,5;7,2;"MA, VA, MR";2024-10-03;NA;22,1;0,0527954985189623;0,316772991113774;18;4,1895;32,3;3,87272700888623;14,3;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"62";"INTER2 CROMAU PSICAT 1 PSICAT 1";"INTER2";"CROMAU";"PSICAT";1;"PSICAT";1;1;NA;8;0,9;0,7;0,5;0,2;"MA, VA, MR";2024-10-03;NA;0,63;0,00154843300419078;0,0123874640335263;0,1;1,5925;4,7775;1,58011253596647;4,6775;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"63";"INTER2 CROMAU PSICAT 2 CROMAU 2";"INTER2";"CROMAU";"PSICAT";2;"CROMAU";2;1;NA;8;6,2;3,2;2,5;7,4;"MA, VA, MR";2024-10-03;NA;19,84;0,0469569708298432;0,375655766638745;18,5;2,945;26,4;2,56934423336125;7,9;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"64";"INTER2 CROMAU PSICAT 2 PSICAT 1";"INTER2";"CROMAU";"PSICAT";2;"PSICAT";1;1;NA;8;1,2;0,8;0,5;2,6;"MA, VA, MR";2024-10-03;NA;0,96;0,00298449093262083;0,0238759274609666;1,3;0,97125;10,4;0,947374072539033;9,1;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"65";"INTER2 CROMAU PSICAT 3 CROMAU 2";"INTER2";"CROMAU";"PSICAT";3;"CROMAU";2;1;NA;8;7;3,9;2;5;"MA, VA, MR";2024-10-03;NA;27,3;0,0662292790425994;0,529834232340795;10;5,44866666666667;35,19;4,91883243432587;25,19;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"66";"INTER2 CROMAU PSICAT 3 PSICAT 1";"INTER2";"CROMAU";"PSICAT";3;"PSICAT";1;1;NA;8;1,1;0,7;0,5;3,3;"MA, VA, MR";2024-10-03;NA;0,77;0,0021576697011005;0,017261357608804;1,65;0,806666666666667;3,28;0,789405309057863;1,63;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"67";"INTER2 CROMAU PSICAT 4 CROMAU 2";"INTER2";"CROMAU";"PSICAT";4;"CROMAU";2;1;NA;7;4,5;2,5;2;6;"MA, VA, MR";2024-10-03;NA;11,25;0,0247653987725273;0,173357791407691;12;7,59;38,88;7,41664220859231;26,88;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"68";"INTER2 CROMAU PSICAT 4 PSICAT 1";"INTER2";"CROMAU";"PSICAT";4;"PSICAT";1;1;NA;6;0,9;0,5;0,5;1,9;"MA, VA, MR";2024-10-03;NA;0,45;0,000765128679592576;0,00459077207755546;0,95;3,93;8,439;3,92540922792245;7,489;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"69";"INTER2 CROMAU PSICAT 5 CROMAU 2";"INTER2";"CROMAU";"PSICAT";5;"CROMAU";2;1;NA;7;6,3;3,6;2;5,3;"MA, VA, MR";2024-10-03;NA;22,68;0,0542938817312142;0,380057172118499;10,6;4,4;36,972;4,0199428278815;26,372;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"70";"INTER2 CROMAU PSICAT 5 PSICAT 1";"INTER2";"CROMAU";"PSICAT";5;"PSICAT";1;1;NA;6;1,1;0,9;0,5;2,3;"MA, VA, MR";2024-10-03;NA;0,99;0,00311504165338719;0,0186902499203232;1,15;1,46;5,016;1,44130975007968;3,866;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"71";"INTER2 DIOBOR HEDGAR 1 DIOBOR 1";"INTER2";"DIOBOR";"HEDGAR";1;"DIOBOR";1;1;NA;7;4,9;2;1,5;8,8;"MA, VA, MR";2024-10-03;NA;9,8;0,055283173082738;0,386982211579166;13,2;3,49066666666667;10,4;3,1036844550875;-2,8;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"72";"INTER2 DIOBOR HEDGAR 1 HEDGAR 2";"INTER2";"DIOBOR";"HEDGAR";1;"HEDGAR";2;1;NA;2;6,6;1,7;NA;NA;"MA, VA, MR";2024-10-03;NA;11,22;0,00405128287527585;0,0081025657505517;NA;5,565;NA;5,55689743424945;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"73";"INTER2 DIOBOR HEDGAR 2 DIOBOR 1";"INTER2";"DIOBOR";"HEDGAR";2;"DIOBOR";1;1;NA;6;3,4;1,8;1,5;7,6;"MA, VA, MR";2024-10-03;NA;6,12;0,0364046974811642;0,218428184886985;11,4;0;0;-0,218428184886985;-11,4;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"74";"INTER2 DIOBOR HEDGAR 2 HEDGAR 2";"INTER2";"DIOBOR";"HEDGAR";2;"HEDGAR";2;1;NA;2;7;1,9;NA;NA;"MA, VA, MR";2024-10-03;NA;13,3;0,00834191838510591;0,0166838367702118;NA;11,9253333333333;NA;11,9086494965631;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"75";"INTER2 DIOBOR HEDGAR 3 DIOBOR 1";"INTER2";"DIOBOR";"HEDGAR";3;"DIOBOR";1;1;NA;5;4,4;2,1;2;8;"MA, VA, MR";2024-10-03;NA;9,24;0,0524103615781506;0,262051807890753;16;0;0;-0,262051807890753;-16;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"76";"INTER2 DIOBOR HEDGAR 3 HEDGAR 2";"INTER2";"DIOBOR";"HEDGAR";3;"HEDGAR";2;1;NA;3;7,5;2;NA;NA;"MA, VA, MR";2024-10-03;NA;15;0,0118486877921786;0,0355460633765357;NA;7,8565;NA;7,82095393662346;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"77";"INTER2 DIOBOR HEDGAR 4 DIOBOR 1";"INTER2";"DIOBOR";"HEDGAR";4;"DIOBOR";1;1;NA;6;4;1,7;1,5;4,8;"MA, VA, MR";2024-10-03;NA;6,8;0,0398931114510202;0,239358668706121;7,2;1,395;3,51;1,15564133129388;-3,69;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"78";"INTER2 DIOBOR HEDGAR 4 HEDGAR 2";"INTER2";"DIOBOR";"HEDGAR";4;"HEDGAR";2;1;NA;2;8,3;1,6;NA;NA;"MA, VA, MR";2024-10-03;NA;13,28;0,00830066227443447;0,0166013245488689;NA;10,1175;NA;10,1008986754511;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"79";"INTER2 DIOBOR HEDGAR 5 DIOBOR 1";"INTER2";"DIOBOR";"HEDGAR";5;"DIOBOR";1;1;NA;5;4,6;2,1;1,5;6;"MA, VA, MR";2024-10-03;NA;9,66;0,0545649702065911;0,272824851032956;9;2,785;10,5;2,51217514896704;1,5;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"80";"INTER2 DIOBOR HEDGAR 5 HEDGAR 2";"INTER2";"DIOBOR";"HEDGAR";5;"HEDGAR";2;1;NA;3;8;2;NA;NA;"MA, VA, MR";2024-10-03;NA;16;0,0139114933257507;0,0417344799772521;NA;10,716;NA;10,6742655200228;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"81";"INTER2 DIOBOR PSICAT 1 DIOBOR 1";"INTER2";"DIOBOR";"PSICAT";1;"DIOBOR";1;1;NA;3;4,7;1,9;2;7,6;"MA, VA, MR";2024-10-03;NA;8,93;0,0508200552095398;0,152460165628619;15,2;0,48;2,992;0,327539834371381;-12,208;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"82";"INTER2 DIOBOR PSICAT 1 PSICAT 2";"INTER2";"DIOBOR";"PSICAT";1;"PSICAT";2;1;NA;8;1,2;0,8;1;2,1;"MA, VA, MR";2024-10-03;NA;0,96;0,00298449093262083;0,0238759274609666;2,1;9,72741666666667;26,095;9,7035407392057;23,995;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"83";"INTER2 DIOBOR PSICAT 2 DIOBOR 1";"INTER2";"DIOBOR";"PSICAT";2;"DIOBOR";1;1;NA;5;5,2;2,3;2;9,2;"MA, VA, MR";2024-10-03;NA;11,96;0,0663640174575747;0,331820087287874;18,4;3,40266666666667;21,2;3,07084657937879;2,8;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"84";"INTER2 DIOBOR PSICAT 2 PSICAT 2";"INTER2";"DIOBOR";"PSICAT";2;"PSICAT";2;1;NA;9;1,1;0,8;0,5;2,7;"MA, VA, MR";2024-10-03;NA;0,88;0,00263635567724385;0,0237272010951946;1,35;7,05381818181818;24,09;7,03009098072299;22,74;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"85";"INTER2 DIOBOR PSICAT 3 DIOBOR 1";"INTER2";"DIOBOR";"PSICAT";3;"DIOBOR";1;1;NA;6;3,9;2;2;6;"MA, VA, MR";2024-10-03;NA;7,8;0,0450231319949261;0,270138791969557;12;0,2525;1,6;-0,0176387919695566;-10,4;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"86";"INTER2 DIOBOR PSICAT 3 PSICAT 2";"INTER2";"DIOBOR";"PSICAT";3;"PSICAT";2;1;NA;8;1,1;0,6;0,5;2,7;"MA, VA, MR";2024-10-03;NA;0,66;0,00167898372495715;0,0134318697996572;1,35;10,7593846153846;25,782;10,745952745585;24,432;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"87";"INTER2 DIOBOR PSICAT 4 DIOBOR 1";"INTER2";"DIOBOR";"PSICAT";4;"DIOBOR";1;1;NA;5;4;1,5;2;6,6;"MA, VA, MR";2024-10-03;NA;6;0,0357890950158954;0,178945475079477;13,2;2,176;10,07;1,99705452492052;-3,13;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"88";"INTER2 DIOBOR PSICAT 4 PSICAT 2";"INTER2";"DIOBOR";"PSICAT";4;"PSICAT";2;1;NA;6;1,1;0,7;1;2,5;"MA, VA, MR";2024-10-03;NA;0,77;0,0021576697011005;0,012946018206603;2,5;3,978;9,1125;3,9650539817934;6,6125;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"89";"INTER2 DIOBOR PSICAT 5 DIOBOR 1";"INTER2";"DIOBOR";"PSICAT";5;"DIOBOR";1;1;NA;7;5,6;2,2;2;9;"MA, VA, MR";2024-10-03;NA;12,32;0,0682108248533809;0,477475773973666;18;9,1295;20,6;8,65202422602633;2,6;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"90";"INTER2 DIOBOR PSICAT 5 PSICAT 2";"INTER2";"DIOBOR";"PSICAT";5;"PSICAT";2;1;NA;8;1;0,6;1;2,8;"MA, VA, MR";2024-10-03;NA;0,6;0,00141788228342441;0,0113430582673953;2,8;5,2455;12,84;5,23415694173261;10,04;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"91";"INTER2 FERBUX ALBLEB 1 FERBUX 2";"INTER2";"FERBUX";"ALBLEB";1;"FERBUX";2;1;NA;10;0,95;0,55;0,5;3,1;"MR";2024-10-11;NA;0,5225;0,00385803662598358;0,0385803662598358;1,55;0,22425;2,355;0,185669633740164;0,805;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"92";"INTER2 FERBUX ALBLEB 4 ALBLEB 1";"INTER2";"FERBUX";"ALBLEB";4;"ALBLEB";1;1;NA;0;1,6;2,3;1,5;3,2;"MR";2024-10-11;NA;3,68;0,0299112745471822;0,0299112745471822;4,8;4,509;22,223;4,47908872545282;17,423;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"93";"INTER2 FERBUX ALBLEB 4 FERBUX 2";"INTER2";"FERBUX";"ALBLEB";4;"FERBUX";2;1;NA;12;0,9;0,5;1;3,7;"MR";2024-10-11;NA;0,45;0,00315080967600983;0,037809716112118;3,7;0,255478260869565;3,6;0,217668544757447;-0,1;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"94";"INTER2 FERBUX HIPBEN 1 FERBUX 2";"INTER2";"FERBUX";"HIPBEN";1;"FERBUX";2;1;NA;10;0,7;0,5;1;1,2;"MR, OF";2024-10-10;NA;0,35;0,00217532422777018;0,0217532422777018;1,2;0,165142857142857;1,05;0,143389614865155;-0,15;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"95";"INTER2 FERBUX HIPBEN 1 HIPBEN 1";"INTER2";"FERBUX";"HIPBEN";1;"HIPBEN";1;1;NA;4;6,45;2,25;2;6,4;"MR, OF";2024-10-10;NA;14,5125;0,0601394533135326;0,24055781325413;12,8;16,828;31,365;16,5874421867459;18,565;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"96";"INTER2 FERBUX HIPBEN 2 FERBUX 2";"INTER2";"FERBUX";"HIPBEN";2;"FERBUX";2;1;NA;7;0,7;0,4;0,7;1,4;"MR, OF";2024-10-10;NA;0,28;0,00149248441400242;0,0104473908980169;0,98;0,0774;0,95;0,066952609101983;-0,0299999999999998;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"97";"INTER2 FERBUX HIPBEN 2 HIPBEN 1";"INTER2";"FERBUX";"HIPBEN";2;"HIPBEN";1;0;NA;1;5,6;1,9;1;6,45;"MR, OF";2024-10-10;NA;10,64;0,0480434668013637;0,0480434668013637;6,45;6,1165;14,535;6,06845653319864;8,085;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"98";"INTER2 FERBUX HIPBEN 3 HIPBEN 1";"INTER2";"FERBUX";"HIPBEN";3;"HIPBEN";1;1;NA;2;5;1,8;2;7,8;"MR, OF";2024-10-10;NA;9;0,0429208282268105;0,0858416564536211;15,6;0;0;-0,0858416564536211;-15,6;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"99";"INTER2 FERBUX HIPBEN 4 FERBUX 2";"INTER2";"FERBUX";"HIPBEN";4;"FERBUX";2;1;NA;10;0,7;0,5;1;1,8;"MR, OF";2024-10-10;NA;0,35;0,00217532422777018;0,0217532422777018;1,8;0,144375;42,16;0,122621757722298;40,36;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"100";"INTER2 FERBUX HIPBEN 4 HIPBEN 1";"INTER2";"FERBUX";"HIPBEN";4;"HIPBEN";1;1;NA;3;5,7;1,7;3;7,7;"MR, OF";2024-10-10;NA;9,69;0,0450760847002506;0,135228254100752;23,1;12,2206666666667;3,01;12,0854384125659;-20,09;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"101";"INTER2 FERBUX HIPBEN 5 FERBUX 2";"INTER2";"FERBUX";"HIPBEN";5;"FERBUX";2;1;NA;14;0,6;0,5;0,5;3,5;"MR, OF";2024-10-10;NA;0,3;0,00168758150365035;0,0236261410511049;1,75;0,217904761904762;1,86;0,194278620853657;0,11;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"102";"INTER2 FERBUX HIPBEN 5 HIPBEN 1";"INTER2";"FERBUX";"HIPBEN";5;"HIPBEN";1;1;NA;6;5,7;1,8;1,5;6,7;"MR, OF";2024-10-10;NA;10,26;0,0468565139609184;0,281139083765511;10,05;12,662;42,3;12,3808609162345;32,25;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"103";"INTER2 FERBUX LITGLU 1 FERBUX 2";"INTER2";"FERBUX";"LITGLU";1;"FERBUX";2;1;NA;18;0,9;0,6;1;2,8;"MR, NS";2024-10-04;NA;0,54;0,00402874657942552;0,0725174384296594;2,8;0,596444444444444;3,84;0,523927006014785;1,04;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"104";"INTER2 FERBUX LITGLU 1 LITGLU 1";"INTER2";"FERBUX";"LITGLU";1;"LITGLU";1;0;NA;3;4,5;1,9;1,3;5,5;"MR, NS";2024-10-04;NA;8,55;0,0406168160154294;0,121850448046288;7,15;0;0;-0,121850448046288;-7,15;12;"Litsea glutinosa";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"105";"INTER2 FERBUX LITGLU 2 FERBUX 2";"INTER2";"FERBUX";"LITGLU";2;"FERBUX";2;1;NA;10;0,9;0,45;0,6;5;"MR, NS";2024-10-04;NA;0,405;0,00271184122430199;0,0271184122430199;3;0,923586206896552;6,3;0,896467794653532;3,3;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"106";"INTER2 FERBUX LITGLU 2 LITGLU 1";"INTER2";"FERBUX";"LITGLU";2;"LITGLU";1;0;NA;3;3,8;2;1,5;6,6;"MR, NS";2024-10-04;NA;7,6;0,0358910329108367;0,10767309873251;9,9;0;0;-0,10767309873251;-9,9;12;"Litsea glutinosa";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"107";"INTER2 FERBUX LITGLU 3 FERBUX 2";"INTER2";"FERBUX";"LITGLU";3;"FERBUX";2;1;NA;9;0,7;0,5;0,4;1,3;"MR, NS";2024-10-04;NA;0,35;0,00217532422777018;0,0195779180499316;0,52;0,136;0,8;0,116422081950068;0,28;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"108";"INTER2 FERBUX LITGLU 3 LITGLU 1";"INTER2";"FERBUX";"LITGLU";3;"LITGLU";1;0;NA;5;4,2;2,2;1,4;5,4;"MR, NS";2024-10-04;NA;9,24;0,0440492269019231;0,220246134509616;7,56;0,74;2;0,519753865490384;-5,56;12;"Litsea glutinosa";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"109";"INTER2 FERBUX LITGLU 4 FERBUX 2";"INTER2";"FERBUX";"LITGLU";4;"FERBUX";2;1;NA;7;0,8;0,5;0,5;1,7;"MR, NS";2024-10-04;NA;0,4;0,00266306695189001;0,01864146866323;0,85;0,152;1,17;0,13335853133677;0,32;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"110";"INTER2 FERBUX LITGLU 4 LITGLU 1";"INTER2";"FERBUX";"LITGLU";4;"LITGLU";1;1;NA;3;2,7;1,25;0,8;4,3;"MR, NS";2024-10-04;NA;3,375;0,014873734366727;0,0446212031001811;3,44;0;0;-0,0446212031001811;-3,44;12;"Litsea glutinosa";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"111";"INTER2 FERBUX LITGLU 5 FERBUX 2";"INTER2";"FERBUX";"LITGLU";5;"FERBUX";2;1;NA;8;0,8;0,4;1;1,1;"MR, NS";2024-10-04;NA;0,32;0,00188267859329828;0,0150614287463863;1,1;0,098;1,575;0,0829385712536137;0,475;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"112";"INTER2 FERBUX LITGLU 5 LITGLU 1";"INTER2";"FERBUX";"LITGLU";5;"LITGLU";1;0;NA;2;4,4;1,6;1,2;6,6;"MR, NS";2024-10-04;NA;7,04;0,0331053081333926;0,0662106162667852;7,92;0,1035;0,77;0,0372893837332148;-7,15;12;"Litsea glutinosa";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"113";"INTER2 OLAPSI HEDGAR 1 HEDGAR 1";"INTER2";"OLAPSI";"HEDGAR";1;"HEDGAR";1;1;NA;3;6,8;1,9;NA;NA;"MA, VA, MR";2024-10-03;NA;12,92;0,0075580522823485;0,0226741568470455;NA;19,646;NA;19,623325843153;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"114";"INTER2 OLAPSI HEDGAR 1 OLAPSI 2";"INTER2";"OLAPSI";"HEDGAR";1;"OLAPSI";2;1;NA;6;4,5;1,1;2;5,9;"MA, VA, MR";2024-10-03;NA;4,95;0,0267904023349928;0,160742414009957;11,8;0,122;1,44;-0,038742414009957;-10,36;13;"Olax psittacorum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"115";"INTER2 OLAPSI HEDGAR 2 HEDGAR 1";"INTER2";"OLAPSI";"HEDGAR";2;"HEDGAR";1;1;NA;3;6,8;2;NA;NA;"MA, VA, MR";2024-10-03;NA;13,6;0,00896076004517755;0,0268822801355327;NA;9,555;NA;9,52811771986447;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"116";"INTER2 OLAPSI HEDGAR 2 OLAPSI 2";"INTER2";"OLAPSI";"HEDGAR";2;"OLAPSI";2;1;NA;8;4,5;0,8;2;7,8;"MA, VA, MR";2024-10-03;NA;3,6;0,0214610686563013;0,17168854925041;15,6;0,228;2,85;0,0563114507495897;-12,75;13;"Olax psittacorum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"117";"INTER2 OLAPSI HEDGAR 3 HEDGAR 1";"INTER2";"OLAPSI";"HEDGAR";3;"HEDGAR";1;1;NA;4;10,2;2;NA;NA;"MA, VA, MR";2024-10-03;NA;20,4;0,0229878376734681;0,0919513506938726;NA;13,8136666666667;NA;13,7217153159728;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
