"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"1601";"INTRA4 HEDGAR NA 5 HEDGAR 1";"INTRA4";"HEDGAR";NA;5;"HEDGAR";1;1;NA;3;6,5;1,6;NA;NA;"MA, VA, MR";2024-10-03;NA;10,4;0,00235978233774669;0,00707934701324008;NA;0,6755;NA;0,66842065298676;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1602";"INTRA4 HEDGAR NA 5 HEDGAR 2";"INTRA4";"HEDGAR";NA;5;"HEDGAR";2;1;NA;3;6,1;1,9;NA;NA;"MA, VA, MR";2024-10-03;NA;11,59;0,00481452092269754;0,0144435627680926;NA;4,878;NA;4,86355643723191;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1603";"INTRA4 HEDGAR NA 5 HEDGAR 3";"INTRA4";"HEDGAR";NA;5;"HEDGAR";3;1;NA;2;6,5;1,6;NA;NA;"MA, VA, MR";2024-10-03;NA;10,4;0,00235978233774669;0,00471956467549339;NA;2,992;NA;2,98728043532451;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1604";"INTRA4 HEDGAR NA 5 HEDGAR 4";"INTRA4";"HEDGAR";NA;5;"HEDGAR";4;1;NA;3;5,7;1,7;NA;NA;"MA, VA, MR";2024-10-03;NA;9,69;0,000895190408910469;0,00268557122673141;NA;2,772;NA;2,76931442877327;NA;8;"Hedychium gardnerianum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1605";"INTRA4 HIPBEN NA 1 HIPBEN 1";"INTRA4";"HIPBEN";NA;1;"HIPBEN";1;1;NA;4;6,4;2,1;2,3;6;"MA, VA, MR";2024-10-03;NA;13,44;0,0567894350993813;0,227157740397525;13,8;1,074;6,1;0,846842259602475;-7,7;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1606";"INTRA4 HIPBEN NA 1 HIPBEN 2";"INTRA4";"HIPBEN";NA;1;"HIPBEN";2;1;NA;5;5;1,5;2,1;9,3;"MA, VA, MR";2024-10-03;NA;7,5;0,0382354880671583;0,191177440335791;19,53;0,909;6,32;0,717822559664209;-13,21;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1607";"INTRA4 HIPBEN NA 1 HIPBEN 3";"INTRA4";"HIPBEN";NA;1;"HIPBEN";3;0;NA;3;6,9;2,3;2,5;7,5;"MA, VA, MR";2024-10-03;NA;15,87;0,0643796861580179;0,193139058474054;18,75;1,431;5,848;1,23786094152595;-12,902;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1608";"INTRA4 HIPBEN NA 1 HIPBEN 4";"INTRA4";"HIPBEN";NA;1;"HIPBEN";4;0;NA;6;9,6;2,7;3,5;8,8;"MA, VA, MR";2024-10-03;NA;25,92;0,0957714652276881;0,574628791366128;30,8;1,998;12,425;1,42337120863387;-18,375;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1609";"INTRA4 HIPBEN NA 2 HIPBEN 1";"INTRA4";"HIPBEN";NA;2;"HIPBEN";1;1;NA;4;7;2,1;2,8;7,3;"MA, VA, MR";2024-10-03;NA;14,7;0,0607251208334892;0,242900483333957;20,44;0,9345;3,72;0,691599516666043;-16,72;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1610";"INTRA4 HIPBEN NA 2 HIPBEN 2";"INTRA4";"HIPBEN";NA;2;"HIPBEN";2;0;NA;4;6,9;2;2,2;5;"MA, VA, MR";2024-10-03;NA;13,8;0,0579139167376978;0,231655666950791;11;2,02;7;1,78834433304921;-4;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1611";"INTRA4 HIPBEN NA 2 HIPBEN 3";"INTRA4";"HIPBEN";NA;2;"HIPBEN";3;1;NA;6;9,5;2,5;2,6;6,9;"MA, VA, MR";2024-10-03;NA;23,75;0,0889933397967245;0,533960038780347;17,94;3,507;9,75;2,97303996121965;-8,19;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1612";"INTRA4 HIPBEN NA 2 HIPBEN 4";"INTRA4";"HIPBEN";NA;2;"HIPBEN";4;1;NA;4;7,5;2,3;3;8,7;"MA, VA, MR";2024-10-03;NA;17,25;0,068690199104898;0,274760796419592;26,1;0,993;4,5;0,718239203580408;-21,6;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1613";"INTRA4 HIPBEN NA 3 HIPBEN 1";"INTRA4";"HIPBEN";NA;3;"HIPBEN";1;1;NA;4;9,5;3;2,5;10,5;"MA, VA, MR";2024-10-03;NA;28,5;0,10383025030229;0,41532100120916;26,25;2,004;8,928;1,58867899879084;-17,322;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1614";"INTRA4 HIPBEN NA 3 HIPBEN 2";"INTRA4";"HIPBEN";NA;3;"HIPBEN";2;1;NA;1;6,1;2;1,2;5;"MA, VA, MR";2024-10-03;NA;12,2;0,052916220567402;0,052916220567402;6;0,3285;1,656;0,275583779432598;-4,344;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1615";"INTRA4 HIPBEN NA 3 HIPBEN 3";"INTRA4";"HIPBEN";NA;3;"HIPBEN";3;0;NA;4;8,1;2,1;2,4;7,1;"MA, VA, MR";2024-10-03;NA;17,01;0,0679405446793536;0,271762178717414;17,04;2,22;11,648;1,94823782128259;-5,392;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1616";"INTRA4 HIPBEN NA 3 HIPBEN 4";"INTRA4";"HIPBEN";NA;3;"HIPBEN";4;0;NA;7;7,5;2,6;2,6;7,4;"MA, VA, MR";2024-10-03;NA;19,5;0,0757182093443764;0,530027465410635;19,24;1,1375;6,6;0,607472534589365;-12,64;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1617";"INTRA4 HIPBEN NA 4 HIPBEN 1";"INTRA4";"HIPBEN";NA;4;"HIPBEN";1;0;NA;4;6,8;2,4;4;5,9;"MA, VA, MR";2024-10-03;NA;16,32;0,0657852882059136;0,263141152823654;23,6;0,824;5,6;0,560858847176346;-18;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1618";"INTRA4 HIPBEN NA 4 HIPBEN 2";"INTRA4";"HIPBEN";NA;4;"HIPBEN";2;0;NA;2;6,3;2;2,4;7,2;"MA, VA, MR";2024-10-03;NA;12,6;0,054165644609976;0,108331289219952;17,28;0,858;4,84;0,749668710780048;-12,44;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1619";"INTRA4 HIPBEN NA 4 HIPBEN 3";"INTRA4";"HIPBEN";NA;4;"HIPBEN";3;0;NA;5;5,7;1,8;2,6;8,5;"MA, VA, MR";2024-10-03;NA;10,26;0,0468565139609184;0,234282569804592;22,1;0,768;4,8;0,533717430195408;-17,3;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1620";"INTRA4 HIPBEN NA 4 HIPBEN 4";"INTRA4";"HIPBEN";NA;4;"HIPBEN";4;1;NA;4;8;2,4;2,3;8,1;"VA, MA, MR";2024-10-03;NA;19,2;0,0747811413124459;0,299124565249784;18,63;1,236;5,36;0,936875434750216;-13,27;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1621";"INTRA4 HIPBEN NA 5 HIPBEN 1";"INTRA4";"HIPBEN";NA;5;"HIPBEN";1;0;NA;6;6,8;1,9;2,5;7,1;"VA, MA, MR";2024-10-03;NA;12,92;0,0551651838440351;0,330991103064211;17,75;0,75;3,6;0,419008896935789;-14,15;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1622";"INTRA4 HIPBEN NA 5 HIPBEN 2";"INTRA4";"HIPBEN";NA;5;"HIPBEN";2;1;NA;4;8,2;2,3;2,6;8,6;"VA, MA, MR";2024-10-03;NA;18,86;0,0737191308762581;0,294876523505032;22,36;0,72;4,2;0,425123476494968;-18,16;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1623";"INTRA4 HIPBEN NA 5 HIPBEN 3";"INTRA4";"HIPBEN";NA;5;"HIPBEN";3;0;NA;4;8,1;2,5;2,9;11,5;"VA, MA, MR";2024-10-03;NA;20,25;0,0780608794242025;0,31224351769681;33,35;0,837;6,3;0,52475648230319;-27,05;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1624";"INTRA4 HIPBEN NA 5 HIPBEN 4";"INTRA4";"HIPBEN";NA;5;"HIPBEN";4;0;NA;6;6,4;2,8;3,7;9,1;"VA, MA, MR";2024-10-03;NA;17,92;0,0707829843762093;0,424697906257256;33,67;1,0625;7,2;0,637802093742744;-26,47;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1625";"INTRA4 LANCAM NA 1 LANCAM 1";"INTRA4";"LANCAM";NA;1;"LANCAM";1;1;NA;13;5,4;2,8;1,8;5,9;"MR, NS";NA;NA;15,12;0,0531331523880055;0,690730981044071;10,62;1,719;29,4;1,02826901895593;18,78;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1626";"INTRA4 LANCAM NA 1 LANCAM 2";"INTRA4";"LANCAM";NA;1;"LANCAM";2;1;NA;16;4,9;2,7;2;5,5;"MR, NS";NA;NA;13,23;0,0447525471392528;0,716040754228044;11;1,248;30,68;0,531959245771956;19,68;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1627";"INTRA4 LANCAM NA 1 LANCAM 3";"INTRA4";"LANCAM";NA;1;"LANCAM";3;1;NA;9;5;2,8;1,7;5;"MR, NS";NA;NA;14;0,048166867796152;0,433501810165368;8,5;0,462;9,2;0,0284981898346318;0,699999999999999;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1628";"INTRA4 LANCAM NA 1 LANCAM 4";"INTRA4";"LANCAM";NA;1;"LANCAM";4;1;NA;11;5,5;2,7;1,9;5,9;"MR, NS";NA;NA;14,85;0,0519359230667551;0,571295153734306;11,21;1,4105;27,44;0,839204846265694;16,23;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1629";"INTRA4 LANCAM NA 2 LANCAM 1";"INTRA4";"LANCAM";NA;2;"LANCAM";1;1;NA;22;6,5;3,3;2,5;10,5;"MR, NS";NA;NA;21,45;0,0812015286973203;1,78643363134105;26,25;1,51666666666667;10;-0,269766964674379;-16,25;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1630";"INTRA4 LANCAM NA 2 LANCAM 2";"INTRA4";"LANCAM";NA;2;"LANCAM";2;1;NA;13;6,4;4;1,9;8,5;"MR, NS";NA;NA;25,6;0,099603386783206;1,29484402818168;16,15;1,794;15;0,499155971818322;-1,15;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1631";"INTRA4 LANCAM NA 2 LANCAM 3";"INTRA4";"LANCAM";NA;2;"LANCAM";3;1;NA;16;6,5;3,4;2,2;6,4;"MR, NS";NA;NA;22,1;0,0840837474336638;1,34533995893862;14,08;4,707;22,8;3,36166004106138;8,72;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1632";"INTRA4 LANCAM NA 2 LANCAM 4";"INTRA4";"LANCAM";NA;2;"LANCAM";4;1;NA;11;6,7;4;1,9;2,5;"MR, NS";NA;NA;26,8;0,104924405988763;1,1541684658764;4,75;0,642;3,4;-0,512168465876396;-1,35;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1633";"INTRA4 LANCAM NA 3 LANCAM 1";"INTRA4";"LANCAM";NA;3;"LANCAM";1;1;NA;12;7,6;4,6;2,6;8,6;"MR, NS";NA;NA;34,96;0,141107336586553;1,69328803903863;22,36;1,118;12,88;-0,575288039038635;-9,48;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1634";"INTRA4 LANCAM NA 3 LANCAM 2";"INTRA4";"LANCAM";NA;3;"LANCAM";2;1;NA;27;6,2;3,3;2,5;9,4;"MR, NS";NA;NA;20,46;0,0768116878527355;2,07391557202386;23,5;2,1168;19,035;0,0428844279761411;-4,465;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1635";"INTRA4 LANCAM NA 3 LANCAM 3";"INTRA4";"LANCAM";NA;3;"LANCAM";3;1;NA;12;7,5;4,5;3;10,1;"MR, NS";NA;NA;33,75;0,135741975554283;1,62890370665139;30,3;0,6875;13,75;-0,941403706651392;-16,55;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1636";"INTRA4 LANCAM NA 3 LANCAM 4";"INTRA4";"LANCAM";NA;3;"LANCAM";4;1;NA;15;7,5;4,4;2,9;10,5;"MR, NS";NA;NA;33;0,132416338550809;1,98624507826214;30,45;1,4915;14,2;-0,494745078262141;-16,25;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1637";"INTRA4 LANCAM NA 4 LANCAM 1";"INTRA4";"LANCAM";NA;4;"LANCAM";1;1;NA;6;5,5;2,8;1,7;7,4;"MR, NS";NA;NA;15,4;0,0543747235359689;0,326248341215813;12,58;2,349;17,496;2,02275165878419;4,916;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1638";"INTRA4 LANCAM NA 4 LANCAM 2";"INTRA4";"LANCAM";NA;4;"LANCAM";2;1;NA;7;4,4;2,2;1,2;6,4;"MR, NS";NA;NA;9,68;0,0290111986561457;0,20307839059302;7,68;1,288;20,145;1,08492160940698;12,465;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1639";"INTRA4 LANCAM NA 4 LANCAM 3";"INTRA4";"LANCAM";NA;4;"LANCAM";3;1;NA;6;3,7;1,95;1;3,7;"MR, NS";NA;NA;7,215;0,0180809383713967;0,10848563022838;3,7;2,34;24,111;2,23151436977162;20,411;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1640";"INTRA4 LANCAM NA 4 LANCAM 4";"INTRA4";"LANCAM";NA;4;"LANCAM";4;1;NA;7;5,4;2,7;2;5,8;"MR, NS";NA;NA;14,58;0,0507386937455047;0,355170856218533;11,6;1,066;16,32;0,710829143781467;4,72;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1641";"INTRA4 LANCAM NA 5 LANCAM 1";"INTRA4";"LANCAM";NA;5;"LANCAM";1;1;NA;27;5,5;3;2,7;7,2;"MR, NS";NA;NA;16,5;0,0592523244743964;1,5998127608087;19,44;0,0825;3,68;-1,5173127608087;-15,76;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1642";"INTRA4 LANCAM NA 5 LANCAM 2";"INTRA4";"LANCAM";NA;5;"LANCAM";2;1;NA;13;6;3,3;2,1;6,5;"MR, NS";NA;NA;19,8;0,073885127289679;0,960506654765827;13,65;1,104;20,726;0,143493345234173;7,076;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1643";"INTRA4 LANCAM NA 5 LANCAM 3";"INTRA4";"LANCAM";NA;5;"LANCAM";3;1;NA;19;6,6;3,7;2,2;8;"MR, NS";NA;NA;24,42;0,0943710512310746;1,79304997339042;17,6;3,185;46,19;1,39195002660958;28,59;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"1644";"INTRA4 LANCAM NA 5 LANCAM 4";"INTRA4";"LANCAM";NA;5;"LANCAM";4;1;NA;27;5,9;3,1;2,7;9,7;"MR, NS";NA;NA;18,29;0,0671895114560194;1,81411680931252;26,19;3,56;33,936;1,74588319068748;7,746;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
